"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS ADP"
"381","Jonathan India",KC,"2B30","327","375","351.0","24.0","-76"
"382","Jesus Sanchez",TOR,"OF69","323","383","353.0","30.0","+42"
"383","Austin Hays",CWS,"OF70","344","362","353.0","9.0","+4"
"384","Jordan Walker",STL,"OF71","348","358","353.0","5.0","+7"
"385","Andrew Benintendi",CWS,"OF72","294","419","356.5","62.5","+5"
"386","Jorge Soler",LAA,"OF73","328","385","356.5","28.5","+60"
"387","Carson Kelly",CHC,"C27","337","380","358.5","21.5","-42"
"388","Nolan Gorman",STL,"2B31","351","379","365.0","14.0","+20"
"389","Dylan Beavers",BAL,"OF74","325","407","366.0","41.0","-41"
"390","Tanner Scott",LAD,"RP44","317","425","371.0","54.0","-4"
"391","Spencer Horwitz",PIT,"1B32","302","441","371.5","69.5","+16"
"392","Mike Yastrzemski",ATL,"OF75","370","374","372.0","2.0","-13"
"393","Joey Ortiz",MIL,"SS31","319","428","373.5","54.5","+75"
"394","Connor Norby",MIA,"3B24","343","406","374.5","31.5","+17"
"395","Chris Martin",TEX,"RP45","332","423","377.5","45.5","+758"
"396","Adrian Morejon",SD,"RP46","291","466","378.5","87.5","-44"
"397","Dustin May",STL,"SP113","339","418","378.5","39.5","-24"
"398","Matt Svanson",STL,"RP47","370","393","381.5","11.5","+36"
"399","Matt Strahm",KC,"RP48","300","465","382.5","82.5","-19"
"400","Jake McCarthy",COL,"OF76","349","417","383.0","34.0","+50"
"401","Max Meyer",MIA,"SP114","287","481","384.0","97.0","-29"
"402","Victor Caratini",MIN,"C28","378","391","384.5","6.5","+81"
"403","Matthew Liberatore",STL,"SP115","315","465","390.0","75.0","-35"
"404","Freddy Fermin",SD,"C29","375","405","390.0","15.0","+36"
"405","Lars Nootbaar",STL,"OF77","305","481","393.0","88.0","-4"
"406","Justin Sterner",ATH,"RP49","392","397","394.5","2.5","-13"
"407","Jared Triolo",PIT,"2B32","368","426","397.0","29.0","+37"
"408","Matt Brash",SEA,"RP50","298","499","398.5","100.5","+24"
"409","Wenceel Perez",DET,"CF4","334","469","401.5","67.5","+83"
"410","Jake Meyers",HOU,"OF78","358","447","402.5","44.5","+89"
"411","Zach McKinstry",DET,"3B25","335","472","403.5","68.5","-109"
"412","Brady House",WSH,"3B26","377","433","405.0","28.0","+51"
"413","Kyle Finnegan",DET,"RP51","395","415","405.0","10.0","-50"
"414","Owen Caissie",MIA,"OF79","344","468","406.0","62.0","-40"
"415","Luis Rengifo",MIL,"2B33","376","436","406.0","30.0","+56"
"416","Camilo Doval",NYY,"RP52","385","432","408.5","23.5","+14"
"417","Marcelo Mayer",BOS,"2B34","396","422","409.0","13.0","-67"
"418","Lane Thomas",KC,"OF80","410","413","411.5","1.5","+51"
"419","Luke Weaver",NYM,"RP53","349","475","412.0","63.0","-43"
"420","Trevor Larnach",MIN,"OF81","367","458","412.5","45.5","+16"
"421","Lourdes Gurriel Jr.",ARI,"OF82","395","434","414.5","19.5","+76"
"422","Luisangel Acuna",CWS,"2B35","313","523","418.0","105.0","-28"
"423","Michael McGreevy",STL,"SP116","390","449","419.5","29.5","+92"
"424","Zack Littell",WSH,"SP117","403","439","421.0","18.0","-21"
"425","Foster Griffin",WSH,"RP54","392","454","423.0","31.0","+140"
"426","Isaac Collins",KC,"LF1","413","435","424.0","11.0","+3"
"427","Patrick Bailey",SF,"C30","404","445","424.5","20.5","0"
"428","Max Scherzer",TOR,"SP118","369","483","426.0","57.0","+15"
"429","Sean Murphy",ATL,"C31","402","451","426.5","24.5","+43"
"430","Landen Roupp",SF,"SP119","412","441","426.5","14.5","+30"
"431","Johan Oviedo",BOS,"SP120","345","509","427.0","82.0","-16"
"432","Slade Cecconi",CLE,"SP121","366","488","427.0","61.0","+13"
"433","Michael Soroka",ARI,"SP,RP11","412","442","427.0","15.0","+122"
"434","Jordan Leasure",CWS,"RP55","400","459","429.5","29.5","-20"
"435","Steven Matz",TB,"RP56","424","435","429.5","5.5","+709"
"436","Nick Martinez",TB,"SP,RP12","430","436","433.0","3.0","-14"
"437","Phil Maton",CHC,"RP57","337","536","436.5","99.5","+601"
"438","Dean Kremer",BAL,"SP122","421","455","438.0","17.0","+20"
"439","Jose Alvarado",PHI,"RP58","335","543","439.0","104.0","+54"
"440","Jeffrey Springs",ATH,"SP123","424","454","439.0","15.0","-84"
"441","Jose A. Ferrer",SEA,"RP59","312","569","440.5","128.5","+609"
"442","Ryan McMahon",NYY,"3B27","438","444","441.0","3.0","-99"
"443","Ke'Bryan Hayes",CIN,"3B28","398","497","447.5","49.5","+12"
"444","Justin Verlander",DET,"SP124","411","484","447.5","36.5","-86"
"445","Moises Ballesteros",CHC,"C32","394","502","448.0","54.0","-68"
"446","Mark Leiter Jr.",ATH,"RP60","425","486","455.5","30.5","+756"
"447","Alex Vesia",LAD,"RP61","326","586","456.0","130.0","-78"
"448","Hunter Harvey",CHC,"RP62","339","574","456.5","117.5","+793"
"449","Keibert Ruiz",WSH,"C33","420","497","458.5","38.5","+39"
"450","Cole Sands",MIN,"SP,RP13","410","513","461.5","51.5","+785"
"451","Miguel Andujar",SD,"OF83","422","504","463.0","41.0","+137"
"452","Hogan Harris",ATH,"RP63","407","521","464.0","57.0","+724"
"453","Danny Jansen",TEX,"C34","439","489","464.0","25.0","+77"
"454","Jake Mangum",PIT,"OF84","389","541","465.0","76.0","-50"
"455","Ben Brown",CHC,"SP,RP14","448","491","469.5","21.5","+731"
"456","Garrett Mitchell",MIL,"OF85","397","545","471.0","74.0","+622"
"457","Ben Joyce",LAA,"RP64","405","537","471.0","66.0","+693"
"458","Gabe Speier",SEA,"RP65","304","656","480.0","176.0","+6"
"459","Brayan Rocchio",CLE,"SS32","452","493","472.5","20.5","+111"
"460","Ha-Seong Kim",ATL,"SS33","460","485","472.5","12.5","-40"
"461","Brad Keller",PHI,"RP66","420","526","473.0","53.0","-30"
"462","Harry Ford",WSH,"C35","400","548","474.0","74.0","-29"
"463","Shawn Armstrong",CLE,"RP67","403","546","474.5","71.5","-1"
"464","Gabriel Arias",CLE,"2B36","473","477","475.0","2.0","+641"
"465","Andrew Kittredge",BAL,"RP68","360","593","476.5","116.5","+68"
"466","Denzel Clarke",ATH,"OF86","430","528","479.0","49.0","+4"
"467","Tyler Rogers",TOR,"RP69","411","550","480.5","69.5","-84"
"468","Gregory Soto",PIT,"RP70","461","500","480.5","19.5","+91"
"469","Ryan Weiss",HOU,"SP125","417","547","482.0","65.0","+741"
"470","Miguel Amaya",CHC,"C36","437","527","482.0","45.0","+66"
"471","Brandon Sproat",MIL,"SP126","398","567","482.5","84.5","+46"
"472","Orion Kerkering",PHI,"RP71","325","670","497.5","172.5","+842"
"473","Victor Robles",SEA,"OF87","448","520","484.0","36.0","-26"
"474","Paul Goldschmidt",NYY,"1B33","480","488","484.0","4.0","-112"
"475","Gavin Lux",TB,"2B37","460","515","487.5","27.5","+78"
"476","Tyler Freeman",COL,"2B38","469","507","488.0","19.0","+618"
"477","Mauricio Dubon",ATL,"OF88","440","538","489.0","49.0","-28"
"478","Tyler Wells",BAL,"SP127","457","524","490.5","33.5","+67"
"479","Eduardo Rodriguez",ARI,"SP128","474","507","490.5","16.5","-25"
"480","Pavin Smith",ARI,"1B34","477","505","491.0","14.0","+644"
"481","Payton Tolle",BOS,"SP,RP15","429","554","491.5","62.5","-7"
"482","Hunter Gaddis",CLE,"RP72","383","602","492.5","109.5","-56"
"483","Christopher Morel",MIA,"LF2","472","513","492.5","20.5","+110"
"484","Tony Santillan",CIN,"RP73","480","505","492.5","12.5","-72"
"485","Rhett Lowder",CIN,"SP129","388","598","493.0","105.0","+22"
"486","Hunter Barco",PIT,"SP,RP16","492","499","495.5","3.5","+825"
"487","Jason Adam",SD,"RP74","369","623","496.0","127.0","-87"
"488","Dylan Lee",ATL,"RP75","353","773","563.0","210.0","+680"
"489","Drew Pomeranz",LAA,"SP,RP17","437","559","498.0","61.0","+816"
"490","Corbin Burnes",ARI,"SP130","471","525","498.0","27.0","-98"
"491","Tyler Holton",DET,"SP,RP18","357","673","515.0","158.0","-56"
"492","Fernando Cruz",NYY,"RP76","381","619","500.0","119.0","+3"
"493","Parker Meadows",DET,"OF89","485","515","500.0","15.0","-32"
"494","Jared Koenig",MIL,"RP77","362","772","567.0","205.0","+558"
"495","Jose Berrios",TOR,"SP131","429","575","502.0","73.0","-76"
"496","Carmen Mlodzinski",PIT,"SP,RP19","440","566","503.0","63.0","+768"
"497","Aaron Ashby",MIL,"RP78","446","560","503.0","57.0","+812"
"498","Joey Bart",PIT,"C37","490","516","503.0","13.0","+18"
"499","A.J. Puk",ARI,"RP79","451","557","504.0","53.0","+682"
"500","Alek Thomas",ARI,"OF90","475","534","504.5","29.5","+749"
"501","Bryan Baker",TB,"RP80","423","592","507.5","84.5","+811"
"502","Troy Melton",DET,"SP,RP20","493","522","507.5","14.5","-81"
"503","Gus Varland",WSH,"RP81","376","376","376.0","0.0","+266"
"504","Drew Anderson",DET,"RP82","453","565","509.0","56.0","+751"
"505","Carson Williams",TB,"SS34","495","524","509.5","14.5","+13"
"506","Bryan King",HOU,"RP83","379","663","521.0","142.0","-22"
"507","Jared Jones",PIT,"1B35","384","384","384.0","0.0","-"
"508","Pedro Pages",STL,"C38","473","552","512.5","39.5","+133"
"509","Yoan Moncada",LAA,"3B29","483","546","514.5","31.5","+670"
"510","Caleb Thielbar",CHC,"RP84","389","778","583.5","194.5","+375"
"511","Luis Morales",ATH,"SP132","452","578","515.0","63.0","-36"
"512","Jonah Tong",NYM,"SP133","470","563","516.5","46.5","-84"
"513","Robert Gasser",MIL,"SP134","471","562","516.5","45.5","+758"
"514","Calvin Faucher",MIA,"RP85","498","535","516.5","18.5","+527"
"515","Jordan Romano",LAA,"RP86","517","521","519.0","2.0","+71"
"516","Brooks Baldwin",CWS,"2B39","470","571","520.5","50.5","+573"
"517","Kumar Rocker",TEX,"SP135","501","541","521.0","20.0","+663"
"518","River Ryan",LAD,"SP136","402","888","645.0","243.0","+677"
"519","Justin Wrobleski",LAD,"RP87","414","629","521.5","107.5","+670"
"520","Joe Boyle",TB,"SP,RP21","501","542","521.5","20.5","+27"
"521","Eduard Bazardo",SEA,"RP88","408","834","621.0","213.0","+519"
"522","Joc Pederson",TEX,"DH4","427","622","524.5","97.5","+710"
"523","A.J. Minter",NYM,"RP89","409","858","633.5","224.5","+542"
"524","Bennett Sousa",HOU,"RP90","414","414","414.0","0.0","+374"
"525","Yimi Garcia",TOR,"RP91","415","691","553.0","138.0","+759"
"526","Max Muncy",ATH,"SS35","416","666","541.0","125.0","-69"
"527","Kutter Crawford",BOS,"SP137","416","643","529.5","113.5","+727"
"528","Spencer Arrighetti",HOU,"SP138","427","636","531.5","104.5","-115"
"529","Jacob Latz",TEX,"SP,RP22","444","625","534.5","90.5","+474"
"530","Kody Clemens",MIN,"1B36","431","659","545.0","114.0","-65"
"531","Kyle Higashioka",TEX,"C39","529","543","536.0","7.0","+531"
"532","Brooks Raley",NYM,"RP92","432","432","432.0","0.0","-21"
"533","Javier Baez",DET,"SS36","443","630","536.5","93.5","-189"
"534","Steven Okert",HOU,"RP93","433","856","644.5","211.5","+436"
"535","Nick Gonzales",PIT,"2B40","506","572","539.0","33.0","+653"
"536","Braydon Fisher",TOR,"RP94","438","438","438.0","0.0","+446"
"537","Ryan Thompson",ARI,"RP95","443","702","572.5","129.5","+597"
"538","Adrian Houser",SF,"SP139","446","682","564.0","118.0","-10"
"539","Christian Moore",LAA,"2B41","533","557","545.0","12.0","-73"
"540","Jared Jones",PIT,"SP140","450","450","450.0","0.0","-87"
"541","Randy Vasquez",SD,"SP141","453","1212","832.5","379.5","+705"
"542","Colt Emerson",SEA,"SS37","456","1095","775.5","319.5","-56"
"543","Justin Slaten",BOS,"RP96","456","840","648.0","192.0","+534"
"544","Andrew Nardi",MIA,"RP97","459","459","459.0","0.0","+380"
"545","Charlie Condon",COL,"1B37","461","1208","834.5","373.5","+592"
"546","Liam Hicks",MIA,"C40","509","593","551.0","42.0","-45"
"547","Hyeseong Kim",LAD,"2B42","462","1224","843.0","381.0","-138"
"548","Erik Miller",SF,"RP98","462","715","588.5","126.5","+450"
"549","Seth Halvorsen",COL,"RP99","463","735","599.0","136.0","+607"
"550","Keegan Akin",BAL,"SP,RP23","463","647","555.0","92.0","+602"
"551","Richard Fitts",STL,"SP142","464","652","558.0","94.0","+724"
"552","Tanner Banks",PHI,"RP100","464","464","464.0","0.0","-"
"553","Jacob Melton",TB,"OF91","467","1269","868.0","401.0","+535"
"554","Aaron Bummer",ATL,"RP101","467","467","467.0","0.0","-"
"555","JR Ritchie",ATL,"SP143","468","915","691.5","223.5","+701"
"556","Lucas Giolito",FA,"SP144","476","638","557.0","81.0","-160"
"557","Kody Funderburk",MIN,"RP102","476","476","476.0","0.0","+545"
"558","Eric Lauer",TOR,"SP,RP24","540","577","558.5","18.5","-160"
"559","Jake Fraley",TB,"OF92","519","599","559.0","40.0","+708"
"560","Kyle Leahy",STL,"RP103","478","819","648.5","170.5","-60"
"561","Cody Bradford",TEX,"SP145","478","720","599.0","121.0","+728"
"562","Colin Rea",CHC,"SP,RP25","532","587","559.5","27.5","+651"
"563","Blake Treinen",LAD,"RP104","479","771","625.0","146.0","+26"
"564","Cole Young",SEA,"2B43","479","729","604.0","125.0","-79"
"565","JJ Bleday",CIN,"OF93","538","582","560.0","22.0","+682"
"566","Zach Cole",HOU,"OF94","520","602","561.0","41.0","-77"
"567","Joshua Baez",STL,"OF95","482","1324","903.0","421.0","+445"
"568","Brant Hurter",DET,"SP,RP26","482","801","641.5","159.5","+365"
"569","Dalton Rushing",LAD,"C41","484","743","613.5","129.5","-110"
"570","Angel Zerpa",MIL,"RP105","486","861","673.5","187.5","+526"
"571","Thomas White",MIA,"SP146","487","846","666.5","179.5","-133"
"572","Anthony Kay",CWS,"SP,RP27","489","818","653.5","164.5","+646"
"573","Tyler Kinley",ATL,"RP106","490","490","490.0","0.0","+513"
"574","Graham Ashcraft",CIN,"RP107","491","788","639.5","148.5","+725"
"575","Anthony Bender",MIA,"RP108","492","790","641.0","149.0","+473"
"576","Travis Bazzana",CLE,"2B44","494","1231","862.5","368.5","-109"
"577","Brusdar Graterol",LAD,"RP109","494","494","494.0","0.0","+261"
"578","Erik Sabrowski",CLE,"RP110","495","750","622.5","127.5","+370"
"579","Kyle Isbel",KC,"OF96","496","761","628.5","132.5","+648"
"580","Emerson Hancock",SEA,"SP,RP28","496","717","606.5","110.5","+536"
"581","Cole Henry",WSH,"RP111","527","611","569.0","42.0","+653"
"582","Chase Dollander",COL,"SP147","498","1407","952.5","454.5","+738"
"583","Jakob Junis",TEX,"RP112","500","500","500.0","0.0","+366"
"584","Luke Raley",SEA,"OF97","502","751","626.5","124.5","+659"
"585","Christian Scott",NYM,"SP148","544","599","571.5","27.5","+622"
"586","Bryce Elder",ATL,"SP149","503","869","686.0","183.0","+724"
"587","J.T. Ginn",ATH,"SP,RP29","560","584","572.0","12.0","+617"
"588","T.J. Rumfield",COL,"1B38","504","1271","887.5","383.5","+522"
"589","Spencer Jones",NYY,"OF98","506","1424","965.0","459.0","-171"
"590","Edouard Julien",COL,"2B45","508","805","656.5","148.5","+550"
"591","Matt Festa",CLE,"RP113","508","508","508.0","0.0","+256"
"592","Sean Burke",CWS,"SP,RP30","510","1115","812.5","302.5","-34"
"593","Yennier Cano",BAL,"RP114","510","712","611.0","101.0","+354"
"594","Triston Casas",BOS,"1B39","511","1213","862.0","351.0","-177"
"595","Justin Topa",MIN,"RP115","511","683","597.0","86.0","+662"
"596","Didier Fuentes",ATL,"SP150","512","1045","778.5","266.5","+587"
"597","Henry Davis",PIT,"C42","539","615","577.0","38.0","+680"
"598","Jack Dreyer",LAD,"SP,RP31","514","514","514.0","0.0","-86"
"599","Ryan Waldschmidt",ARI,"OF99","516","1238","877.0","361.0","+457"
"600","Isiah Kiner-Falefa",BOS,"3B30","517","1220","868.5","351.5","-8"
"601","Jhostynxon Garcia",PIT,"OF100","518","1166","842.0","324.0","+673"
"602","Zac Veen",COL,"OF101","519","1309","914.0","395.0","+556"
"603","Pierce Johnson",CIN,"RP116","522","522","522.0","0.0","+429"
"604","Javier Sanoja",MIA,"2B46","523","1175","849.0","326.0","-153"
"605","Kristian Campbell",BOS,"2B47","525","1317","921.0","396.0","-125"
"606","PJ Poulin",WSH,"RP117","526","526","526.0","0.0","+340"
"607","Hurston Waldrep",ATL,"SP151","528","778","653.0","125.0","-250"
"608","Tobias Myers",NYM,"SP,RP32","550","620","585.0","35.0","+685"
"609","Jose Butto",SF,"SP,RP33","530","726","628.0","98.0","-25"
"610","Joe Mack",MIA,"C43","530","707","618.5","88.5","+44"
"611","Troy Johnston",COL,"1B40","531","969","750.0","219.0","+521"
"612","Sam Hentges",SF,"RP118","531","531","531.0","0.0","+183"
"613","Blaze Alexander",BAL,"2B48","532","886","709.0","177.0","+595"
"614","Scott Barlow",ATH,"RP119","566","607","586.5","20.5","+517"
"615","Tommy Nance",TOR,"RP120","533","533","533.0","0.0","-"
"616","Tim Herrin",CLE,"RP121","535","535","535.0","0.0","-"
"617","Hoby Milner",CHC,"RP122","536","536","536.0","0.0","+45"
"618","David Festa",MIN,"SP152","537","813","675.0","138.0","+641"
"619","Danny Coulombe",BOS,"RP123","539","539","539.0","0.0","-"
"620","Zack Gelof",ATH,"2B49","540","1254","897.0","357.0","-49"
"621","Romy Gonzalez",BOS,"2B50","542","700","621.0","79.0","-71"
"622","Greg Weissert",BOS,"RP124","544","544","544.0","0.0","+121"
"623","Jett Williams",MIL,"SS38","545","1274","909.5","364.5","+540"
"624","JP Sears",SD,"SP153","576","610","593.0","17.0","-50"
"625","Walker Buehler",SD,"SP154","547","1147","847.0","300.0","+692"
"626","Thomas Saggese",STL,"2B51","548","1189","868.5","320.5","+634"
"627","Aidan Miller",PHI,"SS39","549","1397","973.0","424.0","-101"
"628","Brendon Little",TOR,"RP125","549","549","549.0","0.0","+377"
"629","Austin Martin",MIN,"2B52","585","606","595.5","10.5","+528"
"630","Brent Headrick",NYY,"RP126","551","551","551.0","0.0","+259"
"631","Elvis Alvarado",ATH,"RP127","561","631","596.0","35.0","+547"
"632","Davis Schneider",TOR,"2B53","587","605","596.0","9.0","-112"
"633","Louis Varland",TOR,"RP128","552","552","552.0","0.0","-156"
"634","Kyle Karros",COL,"3B31","553","1129","841.0","288.0","+603"
"635","Wandy Peralta",SD,"RP129","553","553","553.0","0.0","+127"
"636","Casey Schmitt",SF,"3B32","554","904","729.0","175.0","-5"
"637","Tim Tawa",ARI,"2B54","555","1257","906.0","351.0","+635"
"638","Mason Englert",TB,"RP130","555","555","555.0","0.0","+181"
"639","Nathan Lukes",TOR,"OF102","556","654","605.0","49.0","-37"
"640","Chris Paddack",MIA,"SP,RP34","558","922","740.0","182.0","+521"
"641","John Schreiber",KC,"RP131","558","558","558.0","0.0","-"
"642","Mason Montgomery",PIT,"RP132","559","646","602.5","43.5","+676"
"643","Ryne Stanek",STL,"RP133","568","632","600.0","32.0","+447"
"644","Nick Fortes",TB,"C44","561","645","603.0","42.0","+650"
"645","Jovani Moran",BOS,"RP134","562","562","562.0","0.0","-"
"646","Angel Martinez",CLE,"LF3","563","1181","872.0","309.0","+632"
"647","Jonah Heim",ATL,"C45","564","1199","881.5","317.5","-95"
"648","Cole Sulser",TB,"RP135","564","564","564.0","0.0","-"
"649","Justin Wilson",FA,"RP136","565","565","565.0","0.0","+52"
"650","Ryan Mountcastle",BAL,"1B41","567","1207","887.0","320.0","+517"
"651","Jake Bauers",MIL,"1B42","568","644","606.0","38.0","-102"
"652","Matt Vierling",DET,"OF103","570","1156","863.0","293.0","+588"
"653","Connor Phillips",CIN,"RP137","570","739","654.5","84.5","+583"
"654","Kevin Kelly",TB,"RP138","572","572","572.0","0.0","-"
"655","Joey Loperfido",HOU,"OF104","573","664","618.5","45.5","+595"
"656","Brock Burke",CIN,"RP139","573","573","573.0","0.0","+144"
"657","Nick Mears",KC,"RP140","574","574","574.0","0.0","+270"
"658","Alex Cobb",FA,"SP155","575","575","575.0","0.0","-"
"659","Griffin Canning",SD,"SP156","581","635","608.0","27.0","+569"
"660","Edmundo Sosa",PHI,"SS40","576","964","770.0","194.0","-155"
"661","Jacob Webb",CHC,"RP141","577","577","577.0","0.0","-124"
"662","Aaron Civale",ATH,"SP,RP35","609","609","609.0","0.0","+628"
"663","Walker Jenkins",MIN,"OF105","578","1342","960.0","382.0","-215"
"664","Greg Bird",FA,"1B43","579","579","579.0","0.0","-"
"665","Max Clark",DET,"OF106","579","579","579.0","0.0","+608"
"666","Isaac Mattson",PIT,"RP142","580","862","721.0","141.0","+318"
"667","Kade Anderson",SEA,"SP157","580","580","580.0","0.0","+652"
"668","Gary Sanchez",MIL,"C46","581","939","760.0","179.0","-22"
"669","Elmer Rodriguez",NYY,"SP158","582","933","757.5","175.5","+530"
"670","Griffin Conine",MIA,"OF107","583","769","676.0","93.0","+522"
"671","Brock Stewart",LAD,"RP143","583","583","583.0","0.0","-27"
"672","Sean Newcomb",CWS,"SP,RP36","584","736","660.0","76.0","+591"
"673","Yoendrys Gomez",TB,"SP,RP37","585","585","585.0","0.0","+378"
"674","Julian Fernandez",WSH,"RP144","586","586","586.0","0.0","+353"
"675","Mason Fluharty",TOR,"RP145","588","588","588.0","0.0","-"
"676","Carlos Lagrange",NYY,"SP159","588","588","588.0","0.0","-119"
"677","Miguel Rojas",LAD,"SS41","589","1249","919.0","330.0","-199"
"678","Brad Lord",WSH,"SP,RP38","589","752","670.5","81.5","+614"
"679","Masataka Yoshida",BOS,"OF108","590","1112","851.0","261.0","-89"
"680","Taylor Walls",TB,"SS42","591","789","690.0","99.0","+573"
"681","Luis Garcia",FA,"SS43","591","591","591.0","0.0","-"
"682","Luis Garcia",NYM,"RP146","592","592","592.0","0.0","-"
"683","Ronny Mauricio",NYM,"2B55","594","1264","929.0","335.0","+491"
"684","Sawyer Gipson-Long",DET,"SP,RP39","594","811","702.5","108.5","+535"
"685","Lance McCullers Jr.",HOU,"SP160","595","899","747.0","152.0","+616"
"686","Ryan Brasier",TEX,"RP147","595","595","595.0","0.0","-"
"687","Nathaniel Lowe",CIN,"1B44","596","1216","906.0","310.0","+524"
"688","Justin Martinez",ARI,"RP148","596","596","596.0","0.0","+267"
"689","Logan Allen",FA,"RP149","597","791","694.0","97.0","-32"
"690","Liam Hendriks",FA,"RP150","598","699","648.5","50.5","+411"
"691","Adam Frazier",LAA,"2B56","600","1250","925.0","325.0","+421"
"692","Jonathan Bowlan",PHI,"RP151","600","600","600.0","0.0","+74"
"693","Carlos Santana",ARI,"1B45","601","747","674.0","73.0","+471"
"694","Rob Zastryzny",MIL,"RP152","601","601","601.0","0.0","-"
"695","Andre Pallante",STL,"SP161","603","926","764.5","161.5","+573"
"696","Enyel De Los Santos",HOU,"RP153","603","603","603.0","0.0","-"
"697","Heriberto Hernandez",MIA,"OF109","604","658","631.0","27.0","+488"
"698","Evan Phillips",LAD,"RP154","604","604","604.0","0.0","+178"
"699","David Morgan",SD,"RP155","605","605","605.0","0.0","+180"
"700","Davis Martin",CWS,"SP162","606","864","735.0","129.0","+600"
"701","Ryan Yarbrough",NYY,"SP,RP40","607","742","674.5","67.5","+504"
"702","Anthony Santander",TOR,"OF110","608","1288","948.0","340.0","-348"
"703","Adbert Alzolay",NYM,"RP156","608","608","608.0","0.0","+190"
"704","Joel Payamps",ATL,"RP157","610","610","610.0","0.0","-"
"705","AJ Blubaugh",HOU,"SP,RP41","611","738","674.5","63.5","+553"
"706","Brice Matthews",HOU,"2B57","612","1389","NaN","388.5","+459"
"707","Josh White",MIA,"RP158","612","612","612.0","0.0","+350"
"708","David Hamilton",MIL,"SS44","613","1177","895.0","282.0","+493"
"709","Bradgley Rodriguez",SD,"RP159","613","613","613.0","0.0","+201"
"710","CJ Kayfus",CLE,"1B46","614","816","715.0","101.0","+438"
"711","Javier Assad",CHC,"SP163","614","806","710.0","96.0","+451"
"712","Michael Lorenzen",COL,"SP,RP42","615","1345","980.0","365.0","+576"
"713","Colby Thomas",ATH,"OF111","616","756","686.0","70.0","+458"
"714","Patrick Sandoval",BOS,"SP164","616","665","640.5","24.5","+582"
"715","Emmanuel Rodriguez",MIN,"OF112","617","1410","NaN","396.5","+580"
"716","Luis Torrens",NYM,"C47","618","849","733.5","115.5","+567"
"717","Huascar Brazoban",NYM,"SP,RP43","618","618","618.0","0.0","-"
"718","Cooper Criswell",SEA,"RP160","619","854","736.5","117.5","+157"
"719","Drey Jameson",ARI,"RP161","620","808","714.0","94.0","+583"
"720","Leo De Vries",ATH,"SS45","621","1449","NaN","414.0","-107"
"721","Jalen Beeks",TEX,"RP162","621","621","621.0","0.0","-62"
"722","Dietrich Enns",BAL,"SP,RP44","622","622","622.0","0.0","+210"
"723","Matt Gage",SF,"RP163","623","623","623.0","0.0","-"
"724","Sung-Mun Song",SD,"2B58","624","1161","892.5","268.5","-156"
"725","Caleb Ferguson",CIN,"RP164","624","624","624.0","0.0","-"
"726","Mike Tauchman",NYM,"OF113","625","1285","955.0","330.0","+394"
"727","Alexis Diaz",TEX,"RP165","626","745","685.5","59.5","-221"
"728","Brenan Hanifee",DET,"RP166","626","626","626.0","0.0","-"
"729","Quinn Mathews",STL,"SP165","627","1134","880.5","253.5","+586"
"730","DL Hall",MIL,"SP,RP45","627","784","705.5","78.5","+403"
"731","German Marquez",SD,"SP166","628","1294","961.0","333.0","+391"
"732","Clarke Schmidt",NYY,"SP167","628","682","655.0","27.0","+382"
"733","Jose Quintana",COL,"SP168","629","1332","980.5","351.5","+574"
"734","Nathan Church",STL,"OF114","630","1237","933.5","303.5","+487"
"735","Ian Hamilton",ATL,"RP167","631","631","631.0","0.0","-"
"736","Josh Sborz",TEX,"RP168","632","829","730.5","98.5","+75"
"737","Eric Wagaman",MIN,"1B47","633","1335","984.0","351.0","-193"
"738","Grant Anderson",MIL,"RP169","633","633","633.0","0.0","-"
"739","Ben Casparius",LAD,"SP,RP46","634","672","653.0","19.0","+490"
"740","Brandon Eisert",CWS,"SP,RP47","634","634","634.0","0.0","-"
"741","Justin Lawrence",PIT,"RP170","635","737","686.0","51.0","+481"
"742","Ryan Ritter",COL,"SS46","636","1190","913.0","277.0","+506"
"743","Alek Manoah",LAA,"SP169","637","1184","910.5","273.5","+578"
"744","Andre Granillo",WSH,"RP171","637","637","637.0","0.0","+208"
"745","Will Benson",CIN,"OF115","638","1098","868.0","230.0","+536"
"746","Rowdy Tellez",ATL,"1B48","639","1183","911.0","272.0","+361"
"747","Brady Basso",ATH,"RP172","639","639","639.0","0.0","-"
"748","Michael Conforto",CHC,"OF116","640","1297","968.5","328.5","+537"
"749","Dauri Moreta",FA,"RP173","640","640","640.0","0.0","+56"
"750","Connor Wong",BOS,"C48","641","784","712.5","71.5","-171"
"751","Jason Foley",SF,"RP174","641","641","641.0","0.0","+126"
"752","Gregory Santos",SF,"RP175","642","642","642.0","0.0","+189"
"753","Jesus Made",MIL,"SS47","642","642","642.0","0.0","-250"
"754","Craig Yoho",MIL,"RP176","643","643","643.0","0.0","+204"
"755","Jacob Young",WSH,"OF117","644","740","692.0","48.0","+553"
"756","Ty France",SD,"1B49","645","1277","961.0","316.0","+437"
"757","Casey Legumina",SEA,"RP177","646","646","646.0","0.0","-"
"758","Hunter Dobbins",STL,"SP170","647","647","647.0","0.0","+401"
"759","Esteury Ruiz",MIA,"OF118","648","1280","964.0","316.0","+466"
"760","Kade Strowd",ARI,"RP178","648","648","648.0","0.0","+333"
"761","James McCann",ARI,"C49","649","809","729.0","80.0","-210"
