"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS ADP"
"381","Robert Garcia",TEX,"RP37","292","292","292.0","0.0","-50"
"382","Bo Naylor",CLE,"C28","296","296","296.0","0.0","-73"
"383","Matt Wallner",MIN,"OF75","298","342","320.0","22.0","-66"
"384","Payton Tolle",BOS,"SP,RP11","302","407","354.5","52.5","-14"
"385","Jeremiah Estrada",SD,"RP38","306","306","306.0","0.0","-51"
"386","Victor Scott",STL,"OF76","309","309","309.0","0.0","-57"
"387","Harrison Bader",FA,"OF77","311","311","311.0","0.0","-67"
"388","Calvin Faucher",MIA,"RP39","313","313","313.0","0.0","-25"
"389","Clayton Beeter",WSH,"RP40","318","379","348.5","30.5","+71"
"390","Victor Robles",SEA,"OF78","320","320","320.0","0.0","-69"
"391","Robert Stephenson",LAA,"RP41","325","325","325.0","0.0","+7"
"392","Victor Vodnik",COL,"RP42","335","335","335.0","0.0","-31"
"393","Jesus Sanchez",HOU,"OF79","336","336","336.0","0.0","-58"
"394","Zach McKinstry",DET,"3B23","341","341","341.0","0.0","-56"
"395","Connor Norby",MIA,"3B24","342","342","342.0","0.0","-53"
"396","Freddy Fermin",SD,"C29","344","344","344.0","0.0","-32"
"397","Michael McGreevy",STL,"SP116","346","382","364.0","18.0","+62"
"398","Harry Ford",WSH,"C30","346","346","346.0","0.0","-2"
"399","Triston Casas",BOS,"1B30","349","349","349.0","0.0","-40"
"400","Garrett Whitlock",BOS,"RP43","350","350","350.0","0.0","-15"
"401","Tony Santillan",CIN,"RP44","352","352","352.0","0.0","-53"
"402","Josh Smith",TEX,"SS30","354","354","354.0","0.0","-33"
"403","Danny Jansen",TEX,"C31","358","358","358.0","0.0","+33"
"404","Phil Maton",CHC,"RP45","359","359","359.0","0.0","+19"
"405","Garrett Cleavinger",TB,"RP46","360","360","360.0","0.0","+26"
"406","Landen Roupp",SF,"SP117","363","455","409.0","46.0","+32"
"407","Simeon Woods Richardson",MIN,"SP118","364","364","364.0","0.0","-57"
"408","Luke Weaver",NYM,"RP47","365","365","365.0","0.0","+3"
"409","Gavin Sheets",SD,"1B31","368","368","368.0","0.0","-47"
"410","Zack Littell",FA,"SP119","371","444","407.5","36.5","+10"
"411","Mike Yastrzemski",ATL,"OF80","371","371","371.0","0.0","+18"
"412","Luis Gil",NYY,"SP120","377","377","377.0","0.0","-47"
"413","Adrian Morejon",SD,"RP48","378","378","378.0","0.0","-27"
"414","Camilo Doval",NYY,"RP49","383","383","383.0","0.0","+38"
"415","Keibert Ruiz",WSH,"C32","386","386","386.0","0.0","-49"
"416","Jorge Soler",LAA,"OF81","388","388","388.0","0.0","-15"
"417","Patrick Bailey",SF,"C33","389","389","389.0","0.0","-20"
"418","Lucas Giolito",FA,"SP121","391","391","391.0","0.0","-41"
"419","Moises Ballesteros",CHC,"C34","393","393","393.0","0.0","-37"
"420","Trevor Larnach",MIN,"OF82","394","394","394.0","0.0","-44"
"421","Dean Kremer",BAL,"SP122","395","395","395.0","0.0","+7"
"422","Adrian Houser",SF,"SP123","396","396","396.0","0.0","+93"
"423","Miguel Amaya",CHC,"C35","397","397","397.0","0.0","-17"
"424","Ben Joyce",LAA,"RP50","399","399","399.0","0.0","+76"
"425","Kyle Higashioka",TEX,"C36","402","402","402.0","0.0","+12"
"426","Matt Brash",SEA,"RP51","403","403","403.0","0.0","+6"
"427","Sung-Mun Song",SD,"2B30","404","404","404.0","0.0","+84"
"428","Matthew Liberatore",STL,"SP124","405","405","405.0","0.0","+18"
"429","Nolan Arenado",ARI,"3B25","406","406","406.0","0.0","-21"
"430","Lane Thomas",KC,"OF83","409","409","409.0","0.0","+4"
"431","Kody Clemens",MIN,"1B32","410","410","410.0","0.0","-39"
"432","Tyler O'Neill",BAL,"OF84","411","411","411.0","0.0","-52"
"433","Max Meyer",MIA,"SP125","414","414","414.0","0.0","+7"
"434","Andrew Benintendi",CWS,"OF85","415","415","415.0","0.0","-32"
"435","Aidan Miller",PHI,"SS31","417","417","417.0","0.0","-26"
"436","Kristian Campbell",BOS,"2B31","418","418","418.0","0.0","-53"
"437","Tyler Wells",BAL,"SP126","419","419","419.0","0.0","-27"
"438","Victor Caratini",MIN,"C37","420","420","420.0","0.0","-25"
"439","Joe Mack",MIA,"C38","421","421","421.0","0.0","+11"
"440","Dustin May",STL,"SP127","423","423","423.0","0.0","+27"
"441","Tyler Freeman",COL,"2B32","425","425","425.0","0.0","+1"
"442","Slade Cecconi",CLE,"SP128","426","426","426.0","0.0","-17"
"443","Luis Rengifo",FA,"2B33","427","427","427.0","0.0","-27"
"444","Joe Boyle",TB,"SP,RP12","428","428","428.0","0.0","+10"
"445","Matt Svanson",STL,"RP52","429","429","429.0","0.0","+40"
"446","Andrew Saalfrank",ARI,"RP53","430","430","430.0","0.0","+139"
"447","Shawn Armstrong",CLE,"RP54","431","431","431.0","0.0","+60"
"448","Jordan Romano",LAA,"RP55","432","432","432.0","0.0","+139"
"449","Jacob Melton",TB,"OF86","433","433","433.0","0.0","+89"
"450","Taj Bradley",MIN,"SP129","437","437","437.0","0.0","-33"
"451","Jonathan India",KC,"2B34","438","438","438.0","0.0","-56"
"452","Willi Castro",COL,"2B35","439","439","439.0","0.0","-45"
"453","Michael Soroka",ARI,"SP,RP13","440","440","440.0","0.0","-23"
"454","Matt Strahm",KC,"RP56","441","441","441.0","0.0","+114"
"455","Wenceel Perez",DET,"CF4","442","442","442.0","0.0","-43"
"456","Dalton Rushing",LAD,"C39","443","443","443.0","0.0","-66"
"457","Mick Abel",MIN,"SP130","445","445","445.0","0.0","+12"
"458","Denzel Clarke",ATH,"OF87","447","447","447.0","0.0","-19"
"459","Jared Triolo",PIT,"2B36","448","448","448.0","0.0","-24"
"460","Brooks Baldwin",CWS,"2B37","449","449","449.0","0.0","-2"
"461","Brad Keller",PHI,"RP57","450","450","450.0","0.0","0"
"462","Johan Oviedo",BOS,"SP131","451","451","451.0","0.0","-6"
"463","Romy Gonzalez",BOS,"2B38","452","452","452.0","0.0","-41"
"464","Walker Jenkins",MIN,"OF88","454","454","454.0","0.0","-1"
"465","Troy Johnston",COL,"1B33","457","457","457.0","0.0","+19"
"466","Javier Baez",DET,"SS32","458","458","458.0","0.0","-21"
"467","Spencer Arrighetti",HOU,"SP132","460","460","460.0","0.0","-26"
"468","Zack Gelof",ATH,"2B39","461","461","461.0","0.0","+25"
"469","Louis Varland",TOR,"RP58","463","463","463.0","0.0","+60"
"470","Zach Cole",HOU,"OF89","465","465","465.0","0.0","+22"
"471","Christian Moore",LAA,"2B40","466","466","466.0","0.0","-45"
"472","Hyeseong Kim",LAD,"2B41","468","468","468.0","0.0","-19"
"473","Colin Rea",CHC,"SP,RP14","469","469","469.0","0.0","+2"
"474","Ryan McMahon",NYY,"3B26","470","470","470.0","0.0","-74"
"475","Nathan Lukes",TOR,"OF90","471","471","471.0","0.0","+7"
"476","Gabriel Arias",CLE,"2B42","472","472","472.0","0.0","+11"
"477","Tyler Rogers",TOR,"RP59","473","473","473.0","0.0","+190"
"478","Nolan Gorman",STL,"2B43","474","474","474.0","0.0","-8"
"479","Gregory Soto",PIT,"RP60","475","475","475.0","0.0","+143"
"480","Jimmy Crooks III",STL,"C40","476","476","476.0","0.0","+67"
"481","Nathaniel Lowe",FA,"1B34","477","477","477.0","0.0","-5"
"482","Corbin Burnes",ARI,"SP133","478","478","478.0","0.0","-27"
"483","Javier Sanoja",MIA,"2B44","480","480","480.0","0.0","+31"
"484","Thomas White",MIA,"SP134","482","482","482.0","0.0","-33"
"485","Lourdes Gurriel Jr.",ARI,"OF91","483","483","483.0","0.0","+25"
"486","Colt Emerson",SEA,"SS33","484","484","484.0","0.0","-43"
"487","Alexis Diaz",TEX,"RP61","485","485","485.0","0.0","+106"
"488","Joey Ortiz",MIL,"SS34","486","486","486.0","0.0","-67"
"489","Joshua Baez",STL,"OF92","487","487","487.0","0.0","-8"
"490","Miguel Andujar",FA,"OF93","488","488","488.0","0.0","+1"
"491","Carson Williams",TB,"SS35","489","489","489.0","0.0","-42"
"492","Casey Schmitt",SF,"3B27","490","490","490.0","0.0","-2"
"493","Cade Povich",BAL,"SP135","491","491","491.0","0.0","-22"
"494","Jake Meyers",HOU,"OF94","492","492","492.0","0.0","-30"
"495","C.J. Kayfus",CLE,"1B35","493","493","493.0","0.0","-29"
"496","Matt Vierling",DET,"OF95","494","494","494.0","0.0","+143"
"497","Cole Sands",MIN,"SP,RP15","495","495","495.0","0.0","+26"
"498","Nasim Nunez",WSH,"SS36","496","496","496.0","0.0","-18"
"499","Adael Amador",COL,"2B45","497","497","497.0","0.0","+46"
"500","Brayan Rocchio",CLE,"SS37","498","498","498.0","0.0","-43"
"501","Spencer Jones",FA,"SP136","499","499","499.0","0.0","-"
"502","Coby Mayo",BAL,"1B36","500","500","500.0","0.0","-97"
"503","Christian Scott",NYM,"SP137","501","501","501.0","0.0","-1"
"504","Jacob Latz",TEX,"SP,RP16","502","502","502.0","0.0","-25"
"505","Heriberto Hernandez",MIA,"OF96","503","503","503.0","0.0","0"
"506","Austin Martin",MIN,"2B46","504","504","504.0","0.0","-3"
"507","Grant Holmes",ATL,"SP138","505","505","505.0","0.0","+14"
"508","Patrick Sandoval",BOS,"SP139","506","506","506.0","0.0","+112"
"509","Brandon Sproat",NYM,"SP140","507","507","507.0","0.0","-37"
"510","Elmer Rodriguez-Cruz",NYY,"SP141","508","508","508.0","0.0","+7"
"511","Rhys Hoskins",FA,"1B37","509","509","509.0","0.0","-46"
"512","Colby Thomas",ATH,"OF97","510","510","510.0","0.0","+19"
"513","Kevin Ginkel",ARI,"RP62","511","511","511.0","0.0","+131"
"514","Paul Goldschmidt",FA,"1B38","512","512","512.0","0.0","-31"
"515","Ben Brown",CHC,"SP,RP17","513","513","513.0","0.0","-19"
"516","Quinn Mathews",STL,"SP142","514","514","514.0","0.0","+16"
"517","Ryan Mountcastle",BAL,"1B39","515","515","515.0","0.0","-43"
"518","Rhett Lowder",CIN,"SP143","516","516","516.0","0.0","-24"
"519","Andrew Kittredge",BAL,"RP63","517","517","517.0","0.0","-100"
"520","Christopher Morel",MIA,"LF2","518","518","518.0","0.0","+17"
"521","Alek Thomas",ARI,"OF98","519","519","519.0","0.0","+48"
"522","Aaron Ashby",MIL,"RP64","520","520","520.0","0.0","-3"
"523","Gabe Speier",SEA,"RP65","521","521","521.0","0.0","+186"
"524","Justin Verlander",FA,"SP144","522","522","522.0","0.0","-35"
"525","Max Muncy",ATH,"SS38","523","523","523.0","0.0","-19"
"526","Tim Tawa",ARI,"2B47","524","524","524.0","0.0","+7"
"527","Felix Bautista",BAL,"RP66","525","525","525.0","0.0","+118"
"528","Griffin Conine",MIA,"OF99","527","527","527.0","0.0","+11"
"529","Kumar Rocker",TEX,"SP145","528","528","528.0","0.0","-31"
"530","Cole Winn",TEX,"RP67","529","529","529.0","0.0","+271"
"531","Braxton Garrett",MIA,"SP146","530","530","530.0","0.0","-18"
"532","Nick Gonzales",PIT,"2B48","531","531","531.0","0.0","-10"
"533","Sean Burke",CWS,"SP,RP18","532","532","532.0","0.0","-60"
"534","Ryan Waldschmidt",ARI,"OF100","533","533","533.0","0.0","+7"
"535","Max Clark",DET,"OF101","534","534","534.0","0.0","+13"
"536","Lucas Erceg",KC,"RP68","535","535","535.0","0.0","-32"
"537","Zac Veen",COL,"OF102","536","536","536.0","0.0","-12"
"538","Jack Perkins",FA,"SP,RP19","537","537","537.0","0.0","-"
"539","JP Sears",SD,"SP147","538","538","538.0","0.0","+33"
"540","Joey Bart",PIT,"C41","539","539","539.0","0.0","-63"
"541","Trevor McDonald",SF,"SP,RP20","540","540","540.0","0.0","+9"
"542","Travis Bazzana",CLE,"2B49","541","541","541.0","0.0","-80"
"543","J.T. Ginn",ATH,"SP,RP21","542","542","542.0","0.0","-34"
"544","Anthony Kay",CWS,"SP,RP22","543","543","543.0","0.0","+42"
"545","Angel Martinez",CLE,"LF3","544","544","544.0","0.0","+50"
"546","Brice Matthews",HOU,"2B50","545","545","545.0","0.0","-3"
"547","Jake Bauers",MIL,"1B40","546","546","546.0","0.0","-5"
"548","Cooper Ingle",CLE,"C42","547","547","547.0","0.0","+88"
"549","Ryan Bergert",KC,"SP148","548","548","548.0","0.0","+24"
"550","Jeremiah Jackson",BAL,"3B28","549","549","549.0","0.0","+4"
"551","Max Kepler",FA,"OF103","550","550","550.0","0.0","+14"
"552","Hunter Harvey",CHC,"RP69","551","551","551.0","0.0","+37"
"553","Charlie Condon",COL,"1B41","552","552","552.0","0.0","-35"
"554","Brady House",WSH,"3B29","553","553","553.0","0.0","-59"
"555","Josiah Gray",WSH,"SP149","554","554","554.0","0.0","+231"
"556","Daniel Susac",SF,"C43","555","555","555.0","0.0","+229"
"557","Justin Sterner",ATH,"RP70","556","556","556.0","0.0","-22"
"558","Mauricio Dubon",ATL,"OF104","557","557","557.0","0.0","-50"
"559","Sawyer Gipson-Long",DET,"SP,RP23","558","558","558.0","0.0","-13"
"560","Pavin Smith",ARI,"1B42","559","559","559.0","0.0","-59"
"561","Vaughn Grissom",LAA,"2B51","560","560","560.0","0.0","+42"
"562","Jeferson Quero",MIL,"C44","561","561","561.0","0.0","0"
"563","Seth Halvorsen",COL,"RP71","562","562","562.0","0.0","-5"
"564","Justin Wrobleski",LAD,"RP72","563","563","563.0","0.0","+16"
"565","Connor Phillips",CIN,"RP73","564","564","564.0","0.0","-12"
"566","Robert Gasser",MIL,"SP150","565","565","565.0","0.0","-2"
"567","Kyle Leahy",STL,"RP74","566","566","566.0","0.0","-1"
"568","Garrett Mitchell",MIL,"OF105","567","567","567.0","0.0","-44"
"569","Eric Lauer",TOR,"SP,RP24","568","568","568.0","0.0","-17"
"570","Nick Martinez",FA,"SP,RP25","569","569","569.0","0.0","-30"
"571","Thomas Saggese",STL,"2B52","570","570","570.0","0.0","-27"
"572","Max Scherzer",FA,"SP151","571","571","571.0","0.0","-44"
"573","Bryan Baker",TB,"RP75","572","572","572.0","0.0","+50"
"574","Richard Fitts",STL,"SP152","573","573","573.0","0.0","+1"
"575","Jonah Heim",FA,"C45","574","574","574.0","0.0","-76"
"576","Pedro Pages",STL,"C46","575","575","575.0","0.0","-64"
"577","Dylan Moore",FA,"2B53","576","576","576.0","0.0","+91"
"578","Carmen Mlodzinski",PIT,"SP,RP26","577","577","577.0","0.0","+35"
"579","Foster Griffin",WSH,"RP76","578","578","578.0","0.0","-12"
"580","Nelson Rada",LAA,"OF106","579","579","579.0","0.0","+53"
"581","Janson Junk",MIA,"SP,RP27","580","580","580.0","0.0","+10"
"582","Noah Schultz",CWS,"SP153","581","581","581.0","0.0","+14"
"583","Christian Encarnacion-Strand",CIN,"1B43","582","582","582.0","0.0","-49"
"584","Bryce Elder",ATL,"SP154","583","583","583.0","0.0","+48"
"585","Kai-Wei Teng",SF,"SP,RP28","584","584","584.0","0.0","+64"
"586","Edmundo Sosa",PHI,"SS39","585","585","585.0","0.0","-23"
"587","Hayden Birdsong",SF,"SP,RP29","586","586","586.0","0.0","+13"
"588","Hagen Smith",CWS,"SP155","587","587","587.0","0.0","+113"
"589","Kyle Harrison",BOS,"SP,RP30","588","588","588.0","0.0","-63"
"590","Max Anderson",DET,"2B54","589","589","589.0","0.0","+64"
"591","Mason Montgomery",PIT,"RP77","590","590","590.0","0.0","+87"
"592","Hogan Harris",ATH,"RP78","591","591","591.0","0.0","+6"
"593","Steven Matz",TB,"RP79","592","592","592.0","0.0","+4"
"594","Justin Topa",MIN,"RP80","593","593","593.0","0.0","+68"
"595","Mark Leiter Jr.",ATH,"RP81","594","594","594.0","0.0","+14"
"596","Tobias Myers",MIL,"SP,RP31","595","595","595.0","0.0","+25"
"597","Daniel Schneemann",CLE,"SS40","596","596","596.0","0.0","+17"
"598","Isiah Kiner-Falefa",FA,"3B30","597","597","597.0","0.0","-41"
"599","AJ Blubaugh",HOU,"SP,RP32","598","598","598.0","0.0","-72"
"600","Ke'Bryan Hayes",CIN,"3B31","599","599","599.0","0.0","-122"
"601","Chase Dollander",COL,"SP156","600","600","600.0","0.0","-9"
"602","Tanner McDougal",CWS,"SP157","601","601","601.0","0.0","+57"
"603","Emmanuel Clase",CLE,"RP82","602","602","602.0","0.0","-22"
"604","Joey Loperfido",TOR,"OF107","603","603","603.0","0.0","+90"
"605","Kutter Crawford",BOS,"SP158","604","604","604.0","0.0","-89"
"606","Michael Kopech",FA,"RP83","605","605","605.0","0.0","-35"
"607","Andruw Monasterio",MIL,"2B55","606","606","606.0","0.0","+62"
"608","Robert Hassell III",WSH,"OF108","607","607","607.0","0.0","-4"
"609","Ronny Mauricio",NYM,"2B56","608","608","608.0","0.0","-112"
"610","Jett Williams",NYM,"SS41","609","609","609.0","0.0","-55"
"611","Graham Pauley",MIA,"3B32","610","610","610.0","0.0","+7"
"612","Joc Pederson",TEX,"DH4","611","611","611.0","0.0","-10"
"613","Jaxon Wiggins",CHC,"SP159","612","612","612.0","0.0","-35"
"614","Everson Pereira",CWS,"OF109","613","613","613.0","0.0","+151"
"615","Cole Young",SEA,"2B57","614","614","614.0","0.0","-45"
"616","Blaze Alexander",ARI,"2B58","615","615","615.0","0.0","-96"
"617","Kyle Karros",COL,"3B33","616","616","616.0","0.0","-29"
"618","Ryan Weiss",HOU,"SP160","617","617","617.0","0.0","+57"
"619","Liam Hicks",MIA,"C47","618","618","618.0","0.0","-133"
"620","Jesus Made",MIL,"SS42","619","619","619.0","0.0","+84"
"621","Tyler Kinley",ATL,"RP84","620","620","620.0","0.0","+51"
"622","Stephen Kolek",KC,"SP161","621","621","621.0","0.0","-46"
"623","Jonny DeLuca",TB,"OF110","622","622","622.0","0.0","-62"
"624","Alejandro Osuna",TEX,"OF111","623","623","623.0","0.0","+33"
"625","Sean Newcomb",CWS,"SP,RP33","624","624","624.0","0.0","+56"
"626","Rafael Flores",PIT,"C48","625","625","625.0","0.0","-"
"627","Randy Vasquez",SD,"SP162","626","626","626.0","0.0","+68"
"628","Gage Jump",ATH,"SP163","627","627","627.0","0.0","+2"
"629","River Ryan",LAD,"SP164","628","628","628.0","0.0","-55"
"630","Brad Lord",WSH,"SP,RP34","629","629","629.0","0.0","-11"
"631","Alek Manoah",LAA,"SP165","630","630","630.0","0.0","+12"
"632","Otto Kemp",PHI,"3B34","631","631","631.0","0.0","-24"
"633","Luke Raley",SEA,"OF112","632","632","632.0","0.0","-32"
"634","Cody Bradford",TEX,"SP166","633","633","633.0","0.0","-57"
"635","JR Ritchie",ATL,"SP167","634","634","634.0","0.0","-18"
"636","Curtis Mead",CWS,"3B35","635","635","635.0","0.0","-29"
"637","Luis Matos",SF,"OF113","636","636","636.0","0.0","-26"
"638","Jose Quintana",FA,"SP168","637","637","637.0","0.0","-10"
"639","Masataka Yoshida",BOS,"OF114","638","638","638.0","0.0","-83"
"640","Fernando Cruz",NYY,"RP85","639","639","639.0","0.0","+40"
"641","Cole Henry",WSH,"RP86","640","640","640.0","0.0","+96"
"642","Jason Adam",SD,"RP87","641","641","641.0","0.0","+45"
"643","Jake McCarthy",COL,"OF115","642","642","642.0","0.0","-38"
"644","Emmanuel Rodriguez",MIN,"OF116","643","643","643.0","0.0","-84"
"645","Didier Fuentes",ATL,"SP169","644","644","644.0","0.0","+52"
"646","Blaine Crim",COL,"1B44","645","645","645.0","0.0","+18"
"647","Ryan Ritter",COL,"SS43","646","646","646.0","0.0","+4"
"648","Hunter Barco",PIT,"SP,RP35","647","647","647.0","0.0","-13"
"649","Jose Alvarado",PHI,"RP88","648","648","648.0","0.0","-22"
"650","Adrian Del Castillo",ARI,"C49","649","649","649.0","0.0","-40"
"651","David Festa",MIN,"SP170","650","650","650.0","0.0","-52"
"652","Eric Wagaman",MIN,"1B45","651","651","651.0","0.0","-62"
"653","Nick Fortes",TB,"C50","652","652","652.0","0.0","+8"
"654","Nick Yorke",PIT,"2B59","653","653","653.0","0.0","-8"
"655","Kaelen Culpepper",MIN,"SS44","654","654","654.0","0.0","-26"
"656","Drew Gilbert",SF,"OF117","655","655","655.0","0.0","-6"
"657","Yanquiel Fernandez",COL,"OF118","656","656","656.0","0.0","+20"
"658","Henry Davis",PIT,"C51","657","657","657.0","0.0","-79"
"659","Brody Hopkins",TB,"SP171","658","658","658.0","0.0","+68"
"660","Seranthony Dominguez",FA,"RP89","659","659","659.0","0.0","-78"
"661","Javier Assad",CHC,"SP172","660","660","660.0","0.0","+61"
"662","Sebastian Walcott",TEX,"SS45","661","661","661.0","0.0","-113"
"663","Michael Massey",KC,"2B60","662","662","662.0","0.0","-38"
"664","Coleman Crow",MIL,"SP173","663","663","663.0","0.0","+123"
"665","Connor Wong",BOS,"C52","664","664","664.0","0.0","-31"
"666","Taylor Walls",TB,"SS46","665","665","665.0","0.0","+10"
"667","Ethan Pecko",HOU,"SP174","666","666","666.0","0.0","+52"
"668","Kemp Alderman",MIA,"OF119","667","667","667.0","0.0","+144"
"669","Alan Roden",MIN,"OF120","668","668","668.0","0.0","+55"
"670","Jacob Young",WSH,"OF121","669","669","669.0","0.0","-22"
"671","Davis Schneider",TOR,"2B61","670","670","670.0","0.0","-87"
"672","Luis Perales",WSH,"SP,RP36","671","671","671.0","0.0","+21"
"673","Ryan Clifford",NYM,"1B46","672","672","672.0","0.0","+37"
"674","Carson Whisenhunt",SF,"SP175","673","673","673.0","0.0","+15"
"675","Aaron Civale",FA,"SP,RP37","674","674","674.0","0.0","-33"
"676","Will Benson",CIN,"OF122","675","675","675.0","0.0","+9"
"677","Trey Gibson",BAL,"SP176","676","676","676.0","0.0","-37"
"678","Hunter Gaddis",CLE,"RP90","677","677","677.0","0.0","-119"
"679","Ezequiel Duran",TEX,"3B36","678","678","678.0","0.0","+32"
"680","Jonathon Long",CHC,"1B47","679","679","679.0","0.0","+142"
"681","JJ Bleday",CIN,"OF123","680","680","680.0","0.0","-98"
"682","Jake Fraley",TB,"OF124","681","681","681.0","0.0","+6"
"683","Drey Jameson",ARI,"RP91","682","682","682.0","0.0","-27"
"684","John Means",FA,"SP177","683","683","683.0","0.0","+24"
"685","Orion Kerkering",PHI,"RP92","684","684","684.0","0.0","-47"
"686","Juan Mejia",COL,"RP93","685","685","685.0","0.0","+111"
"687","Gavin Lux",TB,"2B62","686","686","686.0","0.0","-151"
"688","Ricky Tiedemann",TOR,"SP178","687","687","687.0","0.0","-64"
"689","Darell Hernaiz",ATH,"SS47","688","688","688.0","0.0","-16"
"690","Ben Casparius",LAD,"SP,RP38","689","689","689.0","0.0","+66"
"691","Caden Dana",LAA,"SP179","690","690","690.0","0.0","+51"
"692","Yoan Moncada",FA,"3B37","691","691","691.0","0.0","-86"
"693","Daniel Espino",CLE,"SP180","692","692","692.0","0.0","+28"
"694","Mitch Bratt",ARI,"SP181","693","693","693.0","0.0","-4"
"695","Davis Martin",CWS,"SP182","694","694","694.0","0.0","-37"
"696","Logan Allen",FA,"RP94","695","695","695.0","0.0","-"
"697","Ty Johnson",TB,"SP,RP39","696","696","696.0","0.0","+52"
"698","Alex Vesia",LAD,"RP95","697","697","697.0","0.0","-104"
"699","Gunnar Hoglund",ATH,"SP183","698","698","698.0","0.0","+231"
"700","Philip Glasser",WSH,"SS48","699","699","699.0","0.0","-"
"701","Mike Tauchman",FA,"OF125","700","700","700.0","0.0","+77"
"702","Jarlin Susana",WSH,"SP184","701","701","701.0","0.0","+49"
"703","Luis Torrens",NYM,"C53","702","702","702.0","0.0","+31"
"704","Leodalis De Vries",ATH,"SS49","703","703","703.0","0.0","+9"
"705","Tyrone Taylor",NYM,"OF126","704","704","704.0","0.0","+177"
"706","Luisangel Acuna",NYM,"2B63","705","705","705.0","0.0","-75"
"707","George Klassen",LAA,"SP185","706","706","706.0","0.0","+13"
"708","Alex Freeland",LAD,"SS50","707","707","707.0","0.0","-71"
"709","Leody Taveras",BAL,"OF127","708","708","708.0","0.0","+211"
"710","Enrique Bradfield Jr.",BAL,"OF128","709","709","709.0","0.0","-10"
"711","Ryan Ward",LAD,"OF129","710","710","710.0","0.0","+5"
"712","Jose Trevino",CIN,"C54","711","711","711.0","0.0","+26"
"713","Ramon Urias",FA,"3B38","712","712","712.0","0.0","+27"
"714","Bryan Torres",STL,"OF130","713","713","713.0","0.0","+201"
"715","Endy Rodriguez",PIT,"C55","714","714","714.0","0.0","+13"
"716","Drew Anderson",DET,"RP96","715","715","715.0","0.0","-45"
"717","Ryan Zeferjahn",LAA,"RP97","716","716","716.0","0.0","+56"
"718","Kade Anderson",SEA,"SP186","717","717","717.0","0.0","-65"
"719","James Outman",MIN,"OF131","718","718","718.0","0.0","+14"
"720","Jose Fermin",STL,"2B64","719","719","719.0","0.0","+141"
"721","Miguel Rojas",LAD,"SS51","720","720","720.0","0.0","-47"
"722","Dylan Lee",ATL,"RP98","721","721","721.0","0.0","-56"
"723","Joe Jimenez",ATL,"RP99","722","722","722.0","0.0","-68"
"724","Nathan Church",STL,"OF132","723","723","723.0","0.0","+44"
"725","Blake Perkins",MIL,"OF133","724","724","724.0","0.0","+16"
"726","Jack Wenninger",NYM,"SP187","725","725","725.0","0.0","+230"
"727","Yariel Rodriguez",TOR,"RP100","726","726","726.0","0.0","+48"
"728","Yimi Garcia",TOR,"RP101","727","727","727.0","0.0","-36"
"729","Hisanori Takahashi",FA,"RP102","728","728","728.0","0.0","-"
"730","Manuel Rodriguez",TB,"RP103","729","729","729.0","0.0","+284"
"731","Keegan Akin",BAL,"SP,RP40","730","730","730.0","0.0","-115"
"732","James McCann",ARI,"C56","731","731","731.0","0.0","+12"
"733","Ryan Yarbrough",NYY,"SP,RP41","732","732","732.0","0.0","-18"
"734","Tyler Phillips",MIA,"RP104","733","733","733.0","0.0","+38"
"735","Richie Palacios",TB,"OF134","734","734","734.0","0.0","-123"
"736","Brooks Raley",NYM,"RP105","735","735","735.0","0.0","+159"
"737","Connor Prielipp",MIN,"SP188","736","736","736.0","0.0","+67"
"738","Michael Lorenzen",COL,"SP,RP42","737","737","737.0","0.0","-91"
"739","Cody Freeman",TEX,"2B65","738","738","738.0","0.0","+57"
"740","Bobby Miller",LAD,"SP189","739","739","739.0","0.0","+14"
"741","Blade Tidwell",SF,"SP,RP43","740","740","740.0","0.0","-2"
"742","Mike Vasil",CWS,"SP,RP44","741","741","741.0","0.0","+19"
"743","Henry Bolte",ATH,"OF135","742","742","742.0","0.0","+127"
"744","Miguel Ullola",HOU,"SP,RP45","743","743","743.0","0.0","+216"
"745","Jerar Encarnacion",SF,"OF136","744","744","744.0","0.0","-28"
"746","Cristian Mena",ARI,"SP,RP46","745","745","745.0","0.0","+99"
"747","Nate Pearson",HOU,"RP106","746","746","746.0","0.0","+17"
"748","George Valera",CLE,"OF137","747","747","747.0","0.0","-122"
"749","Ty France",FA,"1B48","748","748","748.0","0.0","-53"
"750","Matt Festa",CLE,"RP107","749","749","749.0","0.0","+306"
"751","Junior Perez",ATH,"OF138","750","750","750.0","0.0","+128"
"752","Keider Montero",DET,"SP,RP47","751","751","751.0","0.0","+90"
"753","Ben Williamson",SEA,"3B39","752","752","752.0","0.0","+87"
"754","Hector Rodriguez",CIN,"OF139","753","753","753.0","0.0","+40"
"755","Esteury Ruiz",MIA,"OF140","754","754","754.0","0.0","-72"
"756","Kevin Alcantara",CHC,"OF141","755","755","755.0","0.0","-44"
"757","Tink Hence",STL,"SP190","756","756","756.0","0.0","+156"
"758","Zach Maxwell",CIN,"RP108","757","757","757.0","0.0","+8"
"759","Amed Rosario",NYY,"2B66","758","758","758.0","0.0","-54"
"760","Jesus Rodriguez",SF,"C57","759","759","759.0","0.0","-24"
"761","David Davalillo",TEX,"SP191","760","760","760.0","0.0","+116"
"762","Hunter Dobbins",STL,"SP192","761","761","761.0","0.0","-59"
